METHOD,PARAMS,TIME,CI,CI_CENS,IBS,IAUC,CRIT,CI_mean,CI_CENS_mean,IBS_mean,IAUC_mean,table_path
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",130.8754518032074,"[0.74409221, 0.84607439, 0.84486205, 0.87308586, 0.87096515]","[0.63111344, 0.84368494, 0.82808676, 0.82222572, 0.80197609]","[0.12015154, 0.13238984, 0.17291328, 0.16292341, 0.15144262]","[0.80021968, 0.92111159, 0.82298435, 0.77664512, 0.85957603]",tarone-ware,0.8358159319880656,0.7854173917974892,0.1479641377107876,0.8361073529203782,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",131.2343773841858,"[0.7432402, 0.84285859, 0.8485944, 0.87373224, 0.86797555]","[0.62813705, 0.83973469, 0.8247636, 0.82312711, 0.79534146]","[0.12832207, 0.13859445, 0.17664458, 0.16929197, 0.15748021]","[0.78490424, 0.90878612, 0.81819964, 0.72932475, 0.8362326]",tarone-ware,0.835280195266116,0.7822207819706258,0.1540666546807888,0.8154894719851231,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",151.0939860343933,"[0.74839862, 0.83767183, 0.84279466, 0.87614004, 0.87077997]","[0.64391531, 0.84471254, 0.83370593, 0.82653236, 0.79399737]","[0.12167246, 0.12848872, 0.17255206, 0.15820342, 0.1480636]","[0.79986533, 0.92806512, 0.83014088, 0.76737656, 0.85983145]",tarone-ware,0.8351570248058329,0.7885727022139687,0.1457960539365797,0.8370558673221403,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",150.5790150165558,"[0.74763048, 0.83696775, 0.84497703, 0.87093127, 0.87585114]","[0.63160387, 0.84034858, 0.82600224, 0.82674698, 0.81274308]","[0.12522446, 0.14064909, 0.17635358, 0.15903628, 0.15015011]","[0.76573489, 0.89028152, 0.82145252, 0.75906735, 0.86334675]",tarone-ware,0.8352715349497215,0.7874889496099396,0.1502827029908387,0.8199766060776339,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",131.0626995563507,"[0.74489566, 0.851089, 0.84841088, 0.87528487, 0.87431618]","[0.62683488, 0.842644, 0.82621371, 0.830281, 0.80740963]","[0.12233922, 0.13539462, 0.16852847, 0.16402538, 0.15390152]","[0.7747629, 0.90108319, 0.83701312, 0.76369704, 0.840053]",tarone-ware,0.8387993190704013,0.7866766442644778,0.1488378405785226,0.8233218499375615,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",131.0217442512512,"[0.747849, 0.84541004, 0.84052386, 0.87450522, 0.87184195]","[0.60637218, 0.84676774, 0.82671218, 0.81395582, 0.81209963]","[0.12750542, 0.13681346, 0.17135764, 0.16488444, 0.14507211]","[0.77886546, 0.88640379, 0.81496656, 0.75257016, 0.86010008]",tarone-ware,0.836026015246371,0.7811815111532947,0.149126614261903,0.8185812080632745,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",151.7713549137115,"[0.7536365, 0.85332262, 0.84896586, 0.87496502, 0.87230155]","[0.65304742, 0.85558907, 0.83255793, 0.83133978, 0.80177591]","[0.12166506, 0.12488378, 0.17232269, 0.16447956, 0.15041703]","[0.77049593, 0.92458507, 0.83649145, 0.75073148, 0.8408896]",tarone-ware,0.840638309282695,0.7948620212594983,0.1467536230142439,0.824638706174668,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",152.1720767021179,"[0.74412311, 0.84016368, 0.84294944, 0.8704004, 0.87574852]","[0.64574173, 0.85473496, 0.83230114, 0.82793453, 0.81107012]","[0.12418978, 0.14004011, 0.17556502, 0.16431466, 0.15110365]","[0.78544212, 0.88728778, 0.83070425, 0.75480249, 0.83715354]",tarone-ware,0.8346770299365271,0.7943564955623346,0.1510426444553241,0.8190780372669397,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",186.1256585121155,"[0.74964794, 0.84638118, 0.84546347, 0.87308586, 0.86961091]","[0.63655889, 0.84604708, 0.82866077, 0.82222572, 0.80961164]","[0.11956706, 0.13224372, 0.17315746, 0.16292341, 0.15146086]","[0.80539573, 0.92290171, 0.82093317, 0.77664512, 0.85994554]",tarone-ware,0.8368378709173927,0.7886208196088745,0.1478705009594841,0.8371642545282242,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",187.7655498981476,"[0.74744066, 0.84339051, 0.8485944, 0.86854345, 0.86797555]","[0.63840222, 0.83908077, 0.8247636, 0.81435644, 0.79534146]","[0.12380729, 0.13954461, 0.17664458, 0.16610079, 0.15748021]","[0.77649039, 0.90607347, 0.81819964, 0.73587942, 0.8362326]",tarone-ware,0.8351889140922921,0.7823888956645488,0.1527154960353406,0.8145751046693732,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",208.8448376655579,"[0.74871647, 0.83473634, 0.84279466, 0.87552476, 0.87358663]","[0.644355, 0.84305771, 0.83370593, 0.82630344, 0.7995024]","[0.12260545, 0.12863637, 0.17255206, 0.15885933, 0.14775065]","[0.79718401, 0.92640317, 0.83014088, 0.76416736, 0.86346979]",tarone-ware,0.8350717721555568,0.7893848960287897,0.1460807735746919,0.836273043604262,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",206.340735912323,"[0.74550708, 0.83696775, 0.80597309, 0.87163762, 0.87565927]","[0.63682947, 0.84034858, 0.8290535, 0.83072455, 0.81503089]","[0.12632463, 0.14064909, 0.19107372, 0.15807835, 0.15042429]","[0.78080257, 0.89028152, 0.77351591, 0.76147362, 0.86336315]",tarone-ware,0.8271489618795282,0.7903973967466305,0.15331001692978,0.8138873528605549,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",188.1518921852112,"[0.74489566, 0.85148408, 0.84824062, 0.87528487, 0.87431618]","[0.62683488, 0.84376501, 0.82784508, 0.830281, 0.80740963]","[0.12231239, 0.13428351, 0.17099294, 0.16402538, 0.15390152]","[0.7747629, 0.90367546, 0.83559703, 0.76369704, 0.840053]",tarone-ware,0.8388442834526197,0.7872271216728071,0.1491031455970229,0.8235570851916625,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",187.1697039604187,"[0.747849, 0.84541004, 0.83138756, 0.87296147, 0.87184195]","[0.60637218, 0.84676774, 0.82461255, 0.81175242, 0.81209963]","[0.12750542, 0.13681346, 0.17168399, 0.16416993, 0.14507211]","[0.77886546, 0.88640379, 0.81052321, 0.75414777, 0.86010008]",tarone-ware,0.8338900055316341,0.7803209043567274,0.1490489824770462,0.818008062315611,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",207.4989278316498,"[0.75653907, 0.85041362, 0.84287869, 0.87496502, 0.87219669]","[0.6430021, 0.85398762, 0.83213498, 0.83133978, 0.79987417]","[0.1215214, 0.12522043, 0.17028112, 0.16447956, 0.15135889]","[0.77523392, 0.9241365, 0.83791085, 0.75073148, 0.83946087]",tarone-ware,0.8393986156845858,0.792067729060982,0.1465722790959553,0.8254947242363414,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'tarone-ware', 'depth': 10, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",207.4986112117767,"[0.74907405, 0.84116131, 0.8427615, 0.86789041, 0.87629066]","[0.62976054, 0.85581594, 0.83236156, 0.8273336, 0.81169927]","[0.12378907, 0.13967345, 0.17572681, 0.16581018, 0.15673827]","[0.77934168, 0.88226605, 0.82696475, 0.74644672, 0.81631091]",tarone-ware,0.8354355845718832,0.791394180784758,0.1523475565441907,0.8102660228723405,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",108.4994404315948,"[0.75414638, 0.85457186, 0.83825968, 0.8740321, 0.8624314]","[0.64279916, 0.85933913, 0.83498988, 0.82783437, 0.82067891]","[0.11974671, 0.1337306, 0.16954184, 0.16486889, 0.15478418]","[0.79636094, 0.92573844, 0.84240534, 0.76353222, 0.83135921]",wilcoxon,0.8366882831517024,0.7971282908536435,0.1485344439921434,0.8318792290756631,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",107.1890904903412,"[0.74765476, 0.84143941, 0.84338945, 0.87074025, 0.8718888]","[0.6350876, 0.83122031, 0.83015619, 0.82321296, 0.80958305]","[0.13365533, 0.1399223, 0.17378346, 0.16671581, 0.15261866]","[0.78994934, 0.918932, 0.83163245, 0.75738844, 0.84957512]",wilcoxon,0.83502253403708,0.7858520200319429,0.1533391116105545,0.8294954717272389,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",122.5116918087006,"[0.75782812, 0.83966045, 0.84654691, 0.86907433, 0.86975815]","[0.64342488, 0.85173224, 0.84054862, 0.82668975, 0.81514528]","[0.12167051, 0.13115329, 0.16755643, 0.16614945, 0.15004368]","[0.78048198, 0.91403054, 0.84027404, 0.74467257, 0.85343225]",wilcoxon,0.8365735943832107,0.795508153329436,0.1473146732134648,0.8265782746856649,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",120.2514898777008,"[0.74640544, 0.85295624, 0.84794212, 0.86916762, 0.86667039]","[0.63469864, 0.86590509, 0.83548835, 0.8210811, 0.80434969]","[0.13375679, 0.13144443, 0.17615648, 0.16450206, 0.15790239]","[0.77202234, 0.91542677, 0.82957734, 0.75858051, 0.8394866]",wilcoxon,0.8366283608820373,0.7923045738261124,0.1527524294630146,0.8230187103116607,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",106.8752324581146,"[0.75216865, 0.85228527, 0.84418987, 0.8758424, 0.87262505]","[0.65666644, 0.85461485, 0.84089605, 0.82186802, 0.80437829]","[0.12623598, 0.13344091, 0.17070406, 0.16142, 0.15341183]","[0.78468126, 0.91881729, 0.83046467, 0.75408869, 0.84631889]",wilcoxon,0.8394222487688318,0.7956847302182182,0.1490425577503693,0.8268741604988511,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",107.6922924518585,"[0.74555564, 0.85113094, 0.84253154, 0.87430309, 0.87602517]","[0.65402828, 0.8432312, 0.81598743, 0.81641676, 0.82588367]","[0.12792805, 0.13848247, 0.16973666, 0.16782217, 0.16215921]","[0.77988182, 0.90986492, 0.8225003, 0.76220561, 0.83428835]",wilcoxon,0.8379092746618497,0.7911094653516934,0.1532257133208744,0.821748199856553,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",122.226393699646,"[0.75368506, 0.8495109, 0.84810574, 0.86909876, 0.86271028]","[0.65218494, 0.84459243, 0.83411377, 0.82847822, 0.82516873]","[0.1200594, 0.13505571, 0.16646632, 0.16134699, 0.15769945]","[0.79140372, 0.90292028, 0.83994127, 0.76060418, 0.84625657]",wilcoxon,0.8366221470857533,0.7969076189736685,0.148125575307129,0.8282252053300292,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",120.7653224468231,"[0.74540996, 0.84291377, 0.84746894, 0.87142216, 0.86714337]","[0.63145167, 0.84375167, 0.83233135, 0.82232587, 0.79920213]","[0.12420999, 0.13104805, 0.16747955, 0.16290104, 0.15258658]","[0.78730783, 0.90366763, 0.84223874, 0.7527267, 0.85286346]",wilcoxon,0.8348716407415335,0.7858125374013121,0.1476450416165987,0.8277608722325246,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",164.0471622943878,"[0.75346874, 0.85428493, 0.83825968, 0.87564249, 0.86660345]","[0.64445647, 0.86335611, 0.83498988, 0.82900761, 0.81668954]","[0.11925941, 0.13280412, 0.16954184, 0.16622468, 0.15424505]","[0.78280917, 0.92525071, 0.84240534, 0.75790888, 0.82994905]",wilcoxon,0.8376518598770712,0.7976999231478991,0.1484150190104853,0.8276646293496375,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",164.4711902141571,"[0.75515511, 0.84143941, 0.84234139, 0.87074025, 0.86463344]","[0.64991883, 0.83122031, 0.8310323, 0.82321296, 0.81215683]","[0.12959454, 0.1399223, 0.17346862, 0.16671581, 0.15363791]","[0.78892827, 0.918932, 0.828135, 0.75738844, 0.83991693]",wilcoxon,0.834861916317147,0.7895082426841741,0.1526678346692067,0.8266601289669527,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",178.8122727870941,"[0.75786123, 0.84134891, 0.84654691, 0.86538265, 0.86924948]","[0.64171684, 0.84477927, 0.84054862, 0.82764837, 0.82232327]","[0.12181871, 0.13276761, 0.16755643, 0.16829942, 0.14931374]","[0.77584883, 0.91546916, 0.84027404, 0.7308628, 0.85309246]",wilcoxon,0.8360778369260984,0.7954032732222893,0.1479511836286029,0.8231094580951132,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",178.4851825237274,"[0.74691532, 0.8543357, 0.84844183, 0.86928312, 0.86667039]","[0.63682947, 0.86372978, 0.83769373, 0.82093802, 0.80434969]","[0.13166597, 0.13161063, 0.17525746, 0.16437191, 0.15790239]","[0.7730551, 0.91933098, 0.83457135, 0.75756954, 0.8394866]",wilcoxon,0.8371292719955525,0.7927081366032385,0.1521616727286107,0.8248027120201049,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",165.8902649879456,"[0.75220176, 0.85391413, 0.84446847, 0.87582463, 0.87004819]","[0.65641277, 0.85711045, 0.83802604, 0.82183941, 0.80243365]","[0.12687553, 0.13061435, 0.17094551, 0.16258931, 0.15230992]","[0.78173345, 0.92463828, 0.82583829, 0.7547873, 0.85045142]",wilcoxon,0.8392914378112044,0.7951644645483396,0.1486669243462847,0.827489747020534,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",164.0313079357147,"[0.74936541, 0.8461097, 0.84253154, 0.87430309, 0.87555665]","[0.65500913, 0.83993487, 0.81598743, 0.81641676, 0.82565488]","[0.12739024, 0.13966741, 0.16973666, 0.16782217, 0.16142243]","[0.77237407, 0.89626336, 0.8225003, 0.76220561, 0.83531342]",wilcoxon,0.8375732776813354,0.7906006161099091,0.1532077827140807,0.8177313515113953,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",178.2981953620911,"[0.75368506, 0.84769001, 0.84926658, 0.86861231, 0.86271028]","[0.65218494, 0.84874286, 0.83937041, 0.82867853, 0.82516873]","[0.1200594, 0.1311682, 0.16547726, 0.16156426, 0.15769945]","[0.79140372, 0.90520829, 0.83574873, 0.76057831, 0.84625657]",wilcoxon,0.8363928464229307,0.798829094482356,0.1471937155574914,0.8278391234419258,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 5, 'ens_metric_name': 'ibs', 'leaf_model': 'wei_survive', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",177.8304708003998,"[0.74485152, 0.84476997, 0.84752201, 0.86741063, 0.86725715]","[0.62532977, 0.84375167, 0.8321803, 0.81995078, 0.81154198]","[0.12487365, 0.13031301, 0.16771966, 0.16277647, 0.15583427]","[0.78502887, 0.90480592, 0.84048381, 0.73612162, 0.84599446]",wilcoxon,0.834362255927718,0.7865508995949486,0.1483034120807507,0.8224869352230014,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",128.6718399524689,"[0.74534153, 0.85138917, 0.84754412, 0.87066917, 0.87376512]","[0.64611378, 0.85632307, 0.84044289, 0.82442912, 0.79737188]","[0.12201866, 0.14108341, 0.17202921, 0.16398219, 0.15749462]","[0.79534323, 0.90680274, 0.82585918, 0.76577307, 0.84114835]",wilcoxon,0.8377418215689378,0.7929361469173086,0.1513216198815631,0.8269853133390971,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",129.7684769630432,"[0.74615381, 0.84515843, 0.84757508, 0.87119338, 0.86782384]","[0.63221268, 0.84648748, 0.82615329, 0.82032278, 0.79724319]","[0.12342788, 0.14236805, 0.17867036, 0.16985744, 0.15739106]","[0.77602348, 0.90254986, 0.80177983, 0.74564275, 0.84191813]",wilcoxon,0.8355809060903819,0.7844838849255689,0.1543429556861119,0.8135828102670775,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",150.7893667221069,"[0.75633821, 0.8529143, 0.84753307, 0.87659095, 0.8710477]","[0.65199892, 0.85218598, 0.84113773, 0.83345733, 0.80103237]","[0.1280045, 0.13295868, 0.17293306, 0.16471865, 0.15269238]","[0.78911742, 0.91484722, 0.84149137, 0.7609911, 0.8505846]",wilcoxon,0.8408848458495131,0.7959624672476338,0.1502614529597543,0.8314063441569217,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'base_fast', 'max_features': 0.7, 'min_samples_leaf': 100, 'mode_wei': 'square', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",152.5005915164948,"[0.74595295, 0.84071767, 0.85068611, 0.87466071, 0.87877605]","[0.63292295, 0.83810655, 0.83459714, 0.82603159, 0.81335793]","[0.12628115, 0.14686972, 0.18202935, 0.16453544, 0.15538342]","[0.78109733, 0.89247757, 0.80774072, 0.75341274, 0.85214472]",wilcoxon,0.8381586967485803,0.7890032325809303,0.1550198172509369,0.8173746170038066,ONK\ONK_full.xlsx
BoostingCRAID,"{'aggreg_func': 'wei', 'categ': ['Диагноз'], 'criterion': 'wilcoxon', 'depth': 10, 'ens_metric_name': 'conc', 'leaf_model': 'wei_survive', 'max_features': 0.5, 'min_samples_leaf': 100, 'mode_wei': 'exp', 'n_estimators': 30, 'n_jobs': 2, 'size_sample': 0.9}",129.7192375659943,"[0.74520468, 0.852389, 0.84490185, 0.87418314, 0.87265852]","[0.64648583, 0.8546282, 0.82728618, 0.82110971, 0.79612789]","[0.12338022, 0.13504004, 0.17260143, 0.1620683, 0.15772171]","[0.76815433, 0.89930575, 0.81160237, 0.76287555, 0.83713885]",wilcoxon,0.8378674387325191,0.7891275619474638,0.1501623384983833,0.8158153680202549,ONK\ONK_full.xlsx
