,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
lognormAUPRC,0.6712602848759808,0.6691708117215323,0.6732181764026537,0.6769208823511419,0.6722267837062982,0.6796807542062269,0.6798936442085383,0.678675852026205,0.6797832204992087,0.686931511538004,0.7071360418317032,0.7009006453403646,0.6126008268559865,0.594641688132395,0.5798238542336247,0.5797824677853975,0.5649234712369426,0.5751918503460142,0.678198222432284,0.678509709325469,0.6803906551695611,0.6813833571856975,0.684232293679669,0.6822552025148266,0.8777256825604131,0.8815931922372233,0.8791279617777672,0.880647094929629,0.8775548430797167,0.8808649091283958,0.29444955126041317,0.2949449804858712,0.2947977644673187,0.29596170265555377,0.2959999136649913,0.2958328824840145
gammaIBS,0.15954561881129575,0.16007249308175403,0.1608460337836569,0.16303834207363774,0.17103432344406522,0.1775693505369809,0.17058531217472345,0.17037770976239333,0.17260772291578455,0.17414767440792106,0.1801212819880548,0.18722998212668793,0.1487438229898149,0.15326833632279696,0.15421702152520647,0.15482026387274733,0.16833791590189276,0.1862416721350674,0.1356155247460139,0.1361752001494103,0.13737982193011075,0.1411910746402666,0.14908173499900115,0.15839857800593798,0.17656706753548096,0.17659709628002468,0.1775235678694564,0.17601637189022162,0.17353153627403184,0.17214250834002529,0.16296988082402777,0.1663821656013174,0.16541857449049585,0.16337875217844877,0.16435049167378224,0.16472361360575857
gammaAUPRC,0.6685194748809187,0.6661994306215239,0.670714242469097,0.6747261243972416,0.6701753275710384,0.6766955610936749,0.6783406564348542,0.676652037923029,0.6776383433401569,0.6848774743737815,0.7052438915503544,0.7006341019015149,0.5929414269054798,0.612600059344234,0.6040682462902562,0.600780655822253,0.6062787576504944,0.6203946578303637,0.6782583565478439,0.6784447340931161,0.6799863564778719,0.681243987250901,0.6837418887817305,0.6817206803190453,0.8724406080744187,0.8765008387285462,0.8736207457700251,0.8751491645315518,0.8719605719310128,0.875761024948134,0.30085009349118647,0.2988789376244095,0.29981129841053383,0.30318475234259573,0.3030883169186592,0.30201446966188933
laplaceIBS,0.16101469391334883,0.16147221607541012,0.16054610775757633,0.16321001412932462,0.17203827958454185,0.17987271105948127,0.1668011688866496,0.16696795019641117,0.17021680995559846,0.17199962850313705,0.17889903108286875,0.18925395431169453,0.15131036419710675,0.15568195839802096,0.15755074066857605,0.15688614616838692,0.1714003074660536,0.19045366161216046,0.14074974024078052,0.14087008047179456,0.14180615554832482,0.14514122797766282,0.1523464299347433,0.16123567118478582,0.1751280578509799,0.17389878826375918,0.17486625964575814,0.17386409577166656,0.1714854109914695,0.16986373919523373,0.17481736231788592,0.17579921151001035,0.17535948623228215,0.17383578215689877,0.17427148258644481,0.17461501396907372
laplaceAUPRC,0.6775613428773086,0.6756904885361397,0.677627126167056,0.681885320142105,0.6775844743310668,0.6864531800717292,0.6833521522912441,0.6828527429872702,0.6844958008227888,0.6921431428764295,0.7125031063438102,0.7172586202873928,0.6310542004677298,0.6438198633290542,0.6432716929103189,0.6364260511908334,0.6410926431204771,0.6544980329249347,0.6842825318261078,0.684703558698531,0.6865940033509559,0.6877066650647633,0.6914563918561837,0.6896866326198805,0.883324167761337,0.8868520216213112,0.8844085693082804,0.8857947360846412,0.8828441179990857,0.8860451275131769,0.3416334763776585,0.34302583037855283,0.34229221525141396,0.34320154947218906,0.3444938236843336,0.3430777953905402
laplace_asymmetricIBS,0.1562934642051373,0.15701556255936708,0.157519857996105,0.15995835053006952,0.16897347391701095,0.1781514345900067,0.16840070569136573,0.16832451758835357,0.170949470770068,0.1724749465200092,0.17903084302302957,0.1881899255329113,0.15128392144555586,0.15544233545070069,0.15647435972851137,0.15616279010101847,0.1712334277516969,0.18916680276641198,0.1396030732353409,0.14005350043673565,0.14102862515101672,0.14445584412078952,0.15157551171301448,0.16015820493831284,0.17677300189302714,0.1766704488445122,0.17803815792780853,0.17563101004643183,0.17338306154918612,0.17178467967148073,0.1686257216005184,0.16951182978107007,0.1692017202004838,0.16776203421904218,0.1678930769938699,0.16841750889769513
laplace_asymmetricAUPRC,0.6606240695138437,0.6576335077510367,0.6629114802482554,0.6672648742276335,0.6677833608905276,0.6819566353249232,0.6775713796965178,0.6772446437897787,0.6791574232360362,0.686870808849076,0.7083708419598403,0.713323486285269,0.6082543859866653,0.6238458127887181,0.6192193954850409,0.6157436070587639,0.6341152475370023,0.6497667769386603,0.6866912789283379,0.687321136389279,0.6882881041543806,0.6889970196406723,0.6922406883845105,0.6889826931098413,0.8629379270692988,0.8672437023763343,0.8644810273376435,0.8657167319510073,0.8643715669446014,0.8685197549380195,0.3338617065873164,0.33502327039550167,0.33453972081144856,0.33543149176164894,0.33611079059725635,0.33507392340578157
rayleighIBS,0.16093947947758444,0.16174003096805695,0.1621157025261606,0.16413726659079736,0.17216128330281297,0.17886268068893013,0.17156027486624337,0.17140464865495167,0.17355393433759664,0.17543531342282542,0.18172900135289513,0.19133939974563213,0.15183341623074564,0.15558941527604014,0.15767317311581425,0.15840724388649902,0.17352746917995407,0.1903905511469194,0.13626864232337804,0.13688324194912074,0.13765968772373688,0.14117196657958084,0.1484499155614518,0.1572886567360616,0.17766349664337056,0.17713498425496058,0.1779038134708671,0.17606640763593623,0.1742399575896531,0.17284887087227344,0.19472473706060828,0.19569641200951962,0.19538706619258242,0.19373022435380144,0.19365410975418726,0.19445729816325394
rayleighAUPRC,0.6705532779792884,0.6689180199539084,0.6725648353468703,0.6758522902654129,0.6710008647039446,0.6771565074558268,0.681187760445921,0.6785974524212136,0.6791836263025062,0.6864231110261336,0.7053217431677302,0.7102533318320687,0.6248023097023399,0.6366674420275628,0.6361938925407381,0.6313960849938053,0.6347622785101008,0.6464764442340386,0.6674821665983031,0.6682971364983376,0.6700526632458447,0.6711683607656087,0.6738676962634461,0.6724907069969737,0.8836608923150571,0.8871401868098048,0.8844102599041295,0.8858745269133301,0.8830310829110991,0.8861488614448512,0.3574554466406844,0.3590162459239577,0.3581733568935104,0.358952193811266,0.3600399179407283,0.35849964636720677
weibull_minIBS,0.16050507506896558,0.1610901430078969,0.16179980608074648,0.16355271666182614,0.17097643684023425,0.17719203438681827,0.1705695368912174,0.1705953663856546,0.17280478694448356,0.17454584655295263,0.1804459188188758,0.18762829258103733,0.14935253009918265,0.15395269255023866,0.15524081928783953,0.15545165783629653,0.16916443662412262,0.18488479534353786,0.13524841566463516,0.13552230732717757,0.13646968346295124,0.14054073066101058,0.1482804310749769,0.15766476760629553,0.177152043518859,0.17692964122362534,0.1778396620402374,0.1763628529847936,0.17393348152417387,0.17250159484354988,0.1628785940575295,0.16228654204616824,0.1638048022659892,0.16311538368889572,0.16280260640878047,0.16154156394637165
weibull_minAUPRC,0.669055423002334,0.6667301333011556,0.6709936114533506,0.6742224330613906,0.6683977620742602,0.6756278664393229,0.6770851268105241,0.675185168321839,0.676097600710005,0.6833110531472093,0.7040996158866907,0.7027193961177732,0.6044698671830468,0.6167887399252722,0.617529495043031,0.6046084592227015,0.6103783303485951,0.6224465565443955,0.6748897160625946,0.6750888144863286,0.6769130381015735,0.6781483308620218,0.6809761980785018,0.6788432314363311,0.8757956508077903,0.8793984246104439,0.8766027288871688,0.8778044686715799,0.8748196899700333,0.8781795562246708,0.3149242063553161,0.31503724868696,0.31953294814054906,0.3207599779053172,0.31944776898150373,0.3144173614035582
genlogisticIBS,0.15901727769926927,0.1599187156918178,0.16018797375648572,0.16230734489208842,0.17014403242507403,0.17934744678693168,0.16966096745037546,0.16951660392134507,0.17193581506903893,0.17344996853579805,0.1793983770557844,0.18870610066533916,0.14966718102835372,0.15374843311054015,0.15521619095010664,0.15580809035485088,0.1702452132938975,0.18736239260372264,0.13814671808880497,0.13834393060920028,0.13936245899267205,0.14290350873490434,0.14950886878707803,0.15797828182192558,0.17667697473722616,0.1760527009805837,0.1772784272708116,0.1755605908718178,0.17344347431881552,0.1717883426043039,0.18110812427284687,0.18194853958074098,0.1817447854994078,0.18009068862414393,0.18021333887639446,0.18083715944845644
genlogisticAUPRC,0.6690144720161675,0.6673049650022099,0.6713970488379154,0.6746998130160777,0.6698320320369375,0.6803403667315844,0.6790126480214494,0.6770114012151057,0.6777174170023386,0.6851982959517712,0.7061920361379653,0.7117279967582142,0.6191641711395922,0.6313214807823258,0.6310501693889534,0.6261160535087246,0.6318826828157394,0.6448108037136204,0.6760449871819366,0.6770979235174606,0.6783627613616905,0.6795684899237098,0.6830623992122906,0.6809600728980699,0.8806542186756477,0.8839072400768738,0.8814298504152628,0.882884905668884,0.8799137362331837,0.8831182824417612,0.34818371687894223,0.3495019384351847,0.3489187064704757,0.34967242985408103,0.35068187050817284,0.3492939064535516
dataset,GBSG,GBSG,GBSG,GBSG,GBSG,GBSG,PBC,PBC,PBC,PBC,PBC,PBC,WUHAN,WUHAN,WUHAN,WUHAN,WUHAN,WUHAN,rott2,rott2,rott2,rott2,rott2,rott2,smarto,smarto,smarto,smarto,smarto,smarto,support2,support2,support2,support2,support2,support2
subsample,1.0,0.7,0.5,0.3,0.1,0.05,1.0,0.7,0.5,0.3,0.1,0.05,1.0,0.7,0.5,0.3,0.1,0.05,1.0,0.7,0.5,0.3,0.1,0.05,1.0,0.7,0.5,0.3,0.1,0.05,1.0,0.7,0.5,0.3,0.1,0.05
